Year,Event,Trophy,Event Descriptions,Race Label,Finish Place,Club Name,Adj Time,Cox,Bow,2,3,4,5,6,7,Stroke,Coach,Seconds
2025,70,,Men's U17 8+,Prelim,7,Marina Aquatic Center Junior Rowing,6:56.116,,"Boyle, Gabriel","Henry, Nolan","Veverka, Roman","Atherton, Sebastian","Platt, Hugh","Carcamo, Matthew","Ungerleider, Luke","Gravely, Luka","Lee, Jack",416.116
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Final,6,Long Beach Junior Crew,8:47.060,"Lim, Sophia","Miller, Kaylah","Carruth, Isla","Moradkani, Ella",,,,,"Ganet, Lucy",,527.06
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Final,6,Long Beach Junior Crew,8:23.512,"Lu, Ben","Willman, Asher","Moradkhani, Owen","Cook, Camden","Yi, Matthew","Lee, SeonGyu","Astengo, Luciano","Mendson, Michael","ludwig, matthew",,503.512
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final B,6,Vancouver Rowing Club,7:17.805,,"Karim, Faraaz","Horte, Eric","Geoffrion, Noa",,,,,"Pollock, Hy",,437.805
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final A,5,Capital Crew,7:29.787,"Hartman, Jinjoo","Spantzel, Heidi","Wolfe-Clark, Makena","Gratiot, Abigail","Royer, Summer","Roberts, Isabella","Higbee, Claire","Plain, Stella","Anderson, Cecilia",,449.787
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Heat 1,7,University of California - Irvine,7:25.890,"St. Peter, Abigail","Goel, Tanush","Pan, Jonathan","Sinclair, Reed","Olmos, Vincenzo","Iyer, Rudradaman","Dolce, Christian","Tomlinson, Aden","Kim, Tyler",,445.89
2025,82,,Women's DII/DIII/Club Collegiate Novice 8+,Final,0,University of California - Irvine,0.000,"Kamble, Shraddha","Mayes, Olivia","Yang, Jingying","Lilly, Solana","Chang, yuanyuan","Carlone, Melanie","Rodas, Emily","Wei, Xinyue","Madrid, Sofia",,0
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,6,University of California - Irvine,8:50.283,"Garcia, Kayla","Koo, Chloe","Lilly, Solana","Fried, Ella","Corliss, Mackenzie","Catlett, Annika","Yang, Yimin","VanDenburgh, Emily","Mayes, Olivia",,530.283
2025,76,Stewards Cup,Men's Masters E 8+ Stewards Cup (55-59) ,Final,2,"Ever Green Boat Club, Inc",6:49.577,,"Parizeau, Ernie",,,,"Betzer, Evan","Stanitski, Mike",,,,409.577
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final B,7,Community Rowing of San Diego,9:28.006,,"Ober, Dylan","Wilson, Piper","Roy, Barbara",,,,,"Valdez, Florentina",,568.006
2025,18,,ACRA Men's Collegiate 8+ Invitational,Final,4,San Diego State Rowing,6:32.831,"Taleban, Rojan","Wong, Connor","Mountain, Nicholas","Heringer, Daniel","Suder, Crayton","Wenzel, Nathaniel","Wenzel, Luke","DeGraffenreid, Trenton","Mini, Vincent",,392.831
2025,24,,Women's U17 4X,Prelim,6,Cathedral Catholic High School Crew,8:06.549,,"Earley, Misato","Zimmerman, Sienna","Milligan, Lyla",,,,,"Nies, Annika","Kiser, Jeffrey",486.549
2025,24,,Women's U17 4X,Final,6,Cathedral Catholic High School Crew,8:21.713,,"Earley, Misato","Zimmerman, Sienna","Milligan, Lyla",,,,,"Nies, Annika","Kiser, Jeffrey",501.713
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 2,6,Cathedral Catholic High School Crew,6:51.523,"Calderon, Sabrina","Welch, Preston","Miles, Kade","Fiedler, Riley","Serena, Gustavo","Beebe, Ben","Steele, Liam","Sanchez, Diego","MacNab, Jacob","Kiser, Jeffrey",411.523
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 1,6,TBC Racing,7:21.758,"Putnam, Abigail","Michaelidis, Tessa","Rosenberg, Galit","Hamilton, Sophie","Glomazic, Zova","Capelli, Francesca","Hogan, Eliza","Dauchy, Abigail","Krustapentus, Emily","Russell, Charles",441.758
2025,1,,Mixed Masters Club 8+,Heat 2,1,Olden Bears Rowing Club,6:58.646,"Byrd, Jann","Seehusen, Ashley","Nordquist, Sharlene","Harty, Keely","Nelson, Heidi","Nelson, Mark","Nordquist, Matt","Ware, Arthur","Wilson, Andrew",,418.646
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final B,7,Loyola Marymount University Crew,6:59.174,"Fitzgerald, Athena","Alghannam, Khaled","Thompson, Sorin","Alvarez, Nicolas","Donlin, Ethan","Jhangiani, Armaan","Ramirez, Gabriel","Kochoa, Alexander","Malloy, Joey",,419.174
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 2,5,Newport Sea Base Rowing,6:40.392,"Hoeppner, Haileigh","Savage, Colin","Nguyen, Ethan","Avery, Jared","Pan, Junxi","Preston, Michael","Chen, Emil","Duncanson, Garrett","Jong, Joshua",,400.392
2025,81,,Women's DII/DIII/Club Collegiate 4+,Final,4,Cal Poly Rowing Club,9:02.734,"Wong, Gavin","Yee, Jenna","Fioravanti, Sophia","Vega, Isabel",,,,,"Campbell, Sophia","Snyder, Stephanie",542.734
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Final,6,University of California - Santa Barbara,6:51.755,"Jayakumar, Tarini Amsavarshini","Harris, Caleb","Vissapragada, Tejas","Augusztiny, Oszkar","Artusa, Sebatian","Shroff, Shubham","Bans, Beshane","Stamper-Kurn, Nadav","Little, Carston",,411.755
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final A,5,University of California - Santa Barbara,7:03.395,"Christodoulou, Marie","Basle, Vincent","Bayard, Benjamin","Maeda, Hayden","Osborne, Shane","Sierra, Rafael","Bortsvadze, Tornike","Walter, George","sujit, yash",,423.395
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 2,6,Santa Clara University Rowing,7:25.067,"Schaer, Eliana","Williams, Madison","Chapelle, Addie","Trbovic, Gabriela","Darby, Daisy","Fitzgerald, McKenzi","Kahler, Elise","McConaghy, Olivia","Jacks, Jemma",,445.067
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 1,5,TBC Racing,6:58.444,"Vij, Amira","Hudson, John","Waters, Robert","Perkins, Isaac","Cho, Waden","Ramachandran, Arjun","hamilton-rohe, Jacob","Abbatiello, Leal","Spellacy-Urken, Malikai","Coker, Hunter",418.444
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Heat 1,6,University of California - Santa Barbara,6:46.799,"Jayakumar, Tarini Amsavarshini","Harris, Caleb","Vissapragada, Tejas","Augusztiny, Oszkar","Artusa, Sebatian","Shroff, Shubham","Bans, Beshane","Stamper-Kurn, Nadav","Little, Carston",,406.799
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Prelim,4,University of California - Santa Barbara,7:43.638,"Swartzlander, Kathryn","Strawn, Abigail","Jeter, Grace","Clark, Catherine","Howden, Olive","Carlson, Amanda","Haggard, Sophia","van der Poel, Nicolette","Greer, Eleanor",,463.638
2025,81,,Women's DII/DIII/Club Collegiate 4+,Final,5,University of California - Santa Barbara,9:08.760,"Montero, Vivianna","Clements-Husten, Skylar","Franklin, Laura","Cady, Claire",,,,,"Pittenger, Jaden",,548.76
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Prelim,3,Arizona Junior Rowing Inc.,7:47.340,"Yparraguirre, Ava","Moshiri, Olivia","Minnitti, Madison","Perry, Emma",,,,,"Aldrete, Lauren","Stricklin, Geoffrey",467.34000000000003
2025,24,,Women's U17 4X,Final,7,Arizona Junior Rowing Inc.,8:19.365,,"Carbajal, Sofia","Zimmerman, Alayna","Green, Julia",,,,,"Castro, Isabella","Stricklin, Geoffrey",499.365
2025,28,,Women's Youth B 4X,Heat 1,5,Arizona Junior Rowing Inc.,9:00.754,,"Janusek, Sienna","Reithinger, Ella","Breedlove, Violet",,,,,"Taylor, Madeline","Stricklin, Geoffrey",540.754
2025,67,,Women's Youth 8+,Final B,0,Arizona Junior Rowing Inc.,0.000,"Gross, Eliana","Vital, Niyellie","Reithinger, Ella","Janusek, Sienna","Breedlove, Violet","Taylor, Madeline","Erskine, Madailein","Dentz, Norah","Papez, Miranda","Stricklin, Geoffrey",0
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 1,5,Arizona State University,8:41.714,"Stark, Andrew","Luis, Stephen","Xie, Haotong","Glover, Noah","Harnisch, Erikson","Scalabrine, Lance","St Peter, JP","Dikyurt, Ahmet","Poole, Asher","Behal, Bruce",521.7139999999999
2025,8,,Women's Masters Club 4X,Heat 2,5,Mill Town Rowing,8:04.877,,"Thomson, Cheryl","Stemler, Tricia","Rice-Narusch, Kimberly",,,,,"Raab, Jessica",,484.877
2025,18,,ACRA Men's Collegiate 8+ Invitational,Final,5,Loyola Marymount University Crew,7:01.728,"Fitzgerald, Athena","Alghannam, Khaled","Thompson, Sorin","Alvarez, Nicolas","Donlin, Ethan","Jhangiani, Armaan","Ramirez, Gabriel","Kochoa, Alexander","Malloy, Joey",,421.728
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 2,4,UCLA Rowing,7:14.039,,,,,,,,,,,434.039
2025,82,,Women's DII/DIII/Club Collegiate Novice 8+,Final,5,Arizona State University,8:28.562,"Feiertag, Leilani","Proto, Mirei","Wallenhorst, Amelia","Gordon, Sydney","Sachs, Sarah","Rigby-Leather, Lucy","Urdoi, Gabriella","Lauritano, Victoria","Chen, Gabriela","Behal, Bruce",508.562
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final A,5,UCLA Rowing,6:10.506,"Dufour, Madeline","Atwell, Matthew","Rands, Pierce","Kenneally, Ian",,"Saari, Gage","Gajar, Toby","Ryan, Nicholas","Ryan, Maximillian",,370.506
2025,1,,Mixed Masters Club 8+,Final A,4,Olden Bears Rowing Club,6:50.978,"miano, Natalia","Hayward, Jean","Cafaro, Erin","Denison, Nancy","Velez, Pauline","geffs, Tolman","calandro, brian","Wickliffe, Noah","Davies, Douglas",,410.978
2025,76,Stewards Cup,Men's Masters E 8+ Stewards Cup (55-59) ,Final,4,Olden Bears Rowing Club,6:58.615,,"Ware, Arthur","calandro, brian","geffs, Tolman","Wilson, Andrew","Nelson, Mark","Nordquist, Matt","Wickliffe, Noah","Davies, Douglas",,418.615
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Prelim,4,University of Victoria Rowing Club,7:17.559,"Sellars, Madeline","Zander, Erica","Espenell, Jordyn","Coughlin, Avery","Simons, Mia","Cheah, Calla","Davis, Lucy","scholz, violet","Boeck, Mia","Langerfeld, York",437.559
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final A,5,Connecticut Boat Club,7:22.864,"Murray, Allison","Busby, Leighton","LeBaron, Brooke","Kearns, Sophia","Charnin, Christina","Estabrook, Katie","MacDonald, Kate","Keszti, Filippa","McCoy, Isobel","Baranoski, Steve",442.864
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final B,4,Utah Crew,7:05.455,,"Agarwal, Kavi","Child, Talmage","Perreca, Tagg",,,,,"Mahan, Shaler","Canavan, Rob",425.455
2025,29,,Men's Youth B 4X,Heat 2,6,Utah Crew,7:06.939,,"Trias, Santiago","Snowder, Tadd","Neugebauer, Stefan",,,,,"Neugebauer, Frederick","Canavan, Rob",426.939
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final B,5,San Diego State Rowing,6:56.201,"Pearce, Norah","Ng, Christopher","Wong, Connor","DiPietro, Joseph","Mountain, Nicholas","Wenzel, Nathaniel","Wenzel, Luke","DeGraffenreid, Trenton","Mini, Vincent",,416.201
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 2,4,Capital Crew,6:38.214,"Sun, Michael","Marz, Benjamin","Ternes, Ajaya","Brockly, Hunter","McBrayer, Blaize","Nereutskiy, Maksim","Park, Juhon","Whitney, Connor","Paciotti, Austin",,398.214
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 1,4,Capital Crew,6:40.721,"Nygaard, Bricen","Groess, Brycen","Klaff, Nathan","Feist, Dominic","Hise, Ben","Condrin, Matthew","Backer, Jordan","Terrazas, Alexander","Montoya, Adam",,400.721
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final B,5,Capital Crew,8:59.890,,"McGrath, Joss","Mounts, Allyson","krueger, catherine",,,,,"Sands, Megan",,539.89
2025,8,,Women's Masters Club 4X,Final B,4,Community Rowing of San Diego,8:57.992,,"Hilton, Jaimie","Wilson, Samantha","Slezak, Maria",,,,,"Valdez, Miriam",,537.992
2025,23,,Men's U16 4X+,Prelim,5,Community Rowing of San Diego,8:36.950,"Roy, Brenda","Ober, Cy","Meza-Zuniga, Santiago","Ibarra, Mario",,,,,"Rivera, Ethan",,516.95
2025,23,,Men's U16 4X+,Final,5,Community Rowing of San Diego,8:44.150,"Roy, Brenda","Ober, Cy","Meza-Zuniga, Santiago","Ibarra, Mario",,,,,"Rivera, Ethan",,524.15
2025,29,,Men's Youth B 4X,Final B,6,Newport Sea Base Rowing,7:53.725,,"Kondury, Vedant","Robbins, Gavin","Grossberg, Baron",,,,,"Shen, Matthew",,473.725
2025,29,,Men's Youth B 4X,Heat 1,7,Newport Sea Base Rowing,7:29.388,,"Kondury, Vedant","Robbins, Gavin","Grossberg, Baron",,,,,"Shen, Matthew",,449.388
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final A,4,Newport Sea Base Rowing,6:13.738,"Costello, Devyn","Soltesz, Troy","Ellersick, Luke","Young, Ezekiel","Knecht, Marlon","Davis, Dylan","Singhal, Lucas","Tabatabai, Neekon","Johnson, Parker",,373.738
2025,6,Founders Cup,Men's Masters D 8+ Founders Trophy (50-54) ,Final,2,North Dakota Indoor Rowing Team,6:52.585,"Kit, Kristen","McCall, Ned","FROST, David","Parkes, Michael","McKiernan, Stephen","Wagener, David","McCabe, Conlin","Schrijver, Tim","Kusurin, Ante",,412.585
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 1,2,North Dakota Indoor Rowing Team,6:11.823,"Kit, Kristen","McCall, Ned","FROST, David","McKiernan, Stephen","Parkes, Michael","Wagener, David","McCabe, Conlin","Schrijver, Tim","Kusurin, Ante",,371.823
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final B,5,Cathedral Catholic High School Crew,7:31.735,"Earley, Megumi","Rull, Andreas","Morales, Landon","Todd, Nico","Presley, Judah","Roberts, Nick","Espinoza Acevedo, Eugenio","MacRae, Tyler","Ashkar, Samuel","Kiser, Jeffrey",451.735
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 1,5,Cathedral Catholic High School Crew,8:28.783,"Repetti, Angelina","Stevens, Madison","Nies, Annika","Mullen, Chloe","Zimmerman, Sienna","Cena, Abby","Stidman, Sofia","Edson, Sophia","Milligan, Lyla","Kiser, Jeffrey",508.783
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final A,6,University of Southern California,7:08.512,"Cuesta, Anna","Kwon, Seojoon","Jin, Zhenghan","Cardoso, Gustavo","Rogers, Mason","Balon, Damian","Thomas, Brandon","Barel Azzoaglio, Pietro","McCauley, Jack",,428.512
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final A,5,Vancouver Rowing Club,7:17.060,,"Liu, Susannah","Boulle, Charlotte","Beurts, Ariana",,,,,"Jobling, Elyse",,437.06
2025,8,,Women's Masters Club 4X,Heat 1,2,"Halifax Rowing Association, Inc.",8:12.579,,"Smith, Linda","Kiely, Debbie","Heller, Katherine",,,,,"Oppenheimer, Dimund",,492.579
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Prelim,6,Long Beach Junior Crew,7:52.651,"Lu, Ben","Willman, Asher","Moradkhani, Owen","Cook, Camden","Yi, Matthew","Lee, SeonGyu","Astengo, Luciano","Mendson, Michael","ludwig, matthew",,472.651
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 1,5,Marina Aquatic Center Junior Rowing,7:21.173,"Altman, Hannah","Tucker, Suhailah","Cherry, Caitlyn","Zelenovic, Macy","Welch, Frankie","Lenz, Riley","Shannon, Sky","Stuart, Shannon","Curtes, Margaux",,441.173
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final A,8,Long Beach Junior Crew,6:41.155,,"Westernoff, Tallis","Josephbek, Matthew","Schaidle, River",,,,,"Roudabush, Mason",,401.155
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Final,4,Marina Aquatic Center Junior Rowing,8:01.518,"Bolno, Eva","Demorest, Taylor","Tucker, Shiloh","Chamberlin, Gabriella",,,,,"Daugherty, Sarah",,481.518
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 2,3,St. Ignatius College Prep,6:18.505,"Grasso, Michael","Devlin, Kieran","Arieta, Michael","Cecchini, Andrew","Morganson, Tai","Smith, Ethan","Ibarra-Rivera, Lucas","Winters, Pierce","Ruane, Brendan",,378.505
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 2,5,St. Ignatius College Prep,7:20.633,"Galligan, Olivia","Foster, Caroline","Hernandez, Marcela","Weatherill, Audrey","Chavaree, Lily","Quilici, Mia","Lehane, Elena","Hogan, Mikaela","Del Santo, Delaney",,440.633
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 1,5,Sacramento State,7:06.378,"Pantega, Corey","Macias, Katherine","Doddridge, Emma","Francia, Dailyn","Fehd, Britain","Okam, Amaka","Smith, Madison","Zanni, Olivia","Glaser, Gabriella",,426.378
2025,39,,Women's Collegiate B 4+ ,Heat 2,6,Sacramento State,8:09.131,"Keith, Savannah","Lopez, Emily","Garcia, Eliana","Mannerino, Lauren",,,,,"Hallums, Emma",,489.131
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 2,5,Sacramento State,6:39.178,"Goldsmith, Emma","Reed, Valarie","Brooks, Ruth","Murray, Mackenzie","Holmes, Ella","Okhremtchuk, Daria","Marais, Nieka","Waring, Harper","Godwin, Kaylee",,399.178
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Final A,6,Lake Union Crew,7:34.231,"Alston, Bryan","Sternberg, Kristin","Weismann, Madeline","Grein, Margaret","Berner-Hays, Rachel","Snodgrass, Sarah","Kaarbo, Jessica","Hein, Nicole","Berner-Hays, Amy",,454.231
2025,12,Kaboomer Trophy,Men's Masters G 8+ Kaboomer Trophy (65-69),Final,4,Ancient Mariners Rowing Club,7:39.760,"Charters, Marcie","Holt, John","Naden, George","Narver, Gregory","Charters, William","Cain, David","Laband, Jeff","Struzyna, Dieter","Lamka, Bruce",,459.76
2025,1,,Mixed Masters Club 8+,Heat 2,5,"Community Rowing, Inc.",7:51.463,"Bedard, Marcel","Carlson, Madeline","Saalau, Susanne","Bayko, Rick","Schwarzer, Franklin","SAARELA, CATHERINE","kelley, charlotte","Leonardo, Thomas","Yoo, Chris","SAARELA, CATHERINE",471.463
2025,75,Kearney Johnston Memorial Cup,Women's Masters E 8+ Kearney Johnston Cup (55-59) ,Final,2,Marin Rowing Association,7:29.141,"Skinner, Lily","Cook, Elisabeth","White, Lisa","McCarty, Laura","Laurberg, Tina","Aarsheim, Nadine","Scott, Pam","Panko, Jennifer","Scott, Renata","Soares, Julio",449.141
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,5,Clark University Crew,8:15.337,"mills, Mira","Cavanagh, Anna","Leavitt, Charlotte","Chace, Danielle","Bodner, Brianna","Southall, Caroline","Tinklenberg, Anna","Powdermaker, Lucy","Woods, Katelynn",,495.337
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 2,3,Cambridge Boat Club,6:13.111,"Zecha, Alden","Lambert, John","Murphy, Russell","Scannell, Richard","Cataldo, Mike","Darling, Thomas","Grant, Jonathan","Manson, James","Pierce, James",,373.111
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final A,6,Marin Rowing Association,6:18.112,"Anawalt, Parker Rose","Lange, Tyler","Younger, John","Kunz, Clayton","Stewart, Brian","Steinman, Josh","Aguiar, Mike","Champagne, Gary","Clemmer, Kenneth","Rodrigues, Rodrigo",378.112
2025,28,,Women's Youth B 4X,Final A,6,Seattle Preparatory School,7:48.586,,"Moran, Kaitlin","Gunter, Emma","Gowans, Maja",,,,,"Ferullo, Macy",,468.586
2025,29,,Men's Youth B 4X,Final A,5,Seattle Preparatory School,6:39.822,,"Ahn, Christopher","Vlasceanu, Nicholas","Robinson, Ian",,,,,"Gulmann, Alexander",,399.822
2025,24,,Women's U17 4X,Prelim,7,Seattle Preparatory School,8:08.815,,"Roozen, Nina","Nedialkova Sala, Maria Elena","Kent, Alice",,,,,"Rosauer, Katherine",,488.815
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final A,4,Washington State University Women's Rowing,6:36.751,"Lichvarcik, Vera","Talbot, Elsie","Schneider, Jessica","Janecek, Izabela","Todhunter, Freddy","Snow, Siena","Thompson, Harriet","Patten, Amy","Steltman, Saskia",,396.751
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Prelim,5,UCLA Women's Rowing,7:15.494,"Pearlstein, Cora","Sannes-Eckhoff, Sophie","Perez, Bella","Hester, Jovana","Kalafatis, Sofia","Loonam, Margaret","Winn, Charlotte","Moehringer, Tzipporah","Holbrook, Teah",,435.494
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Final A,5,UCLA Women's Rowing,7:16.341,"Pearlstein, Cora","Sannes-Eckhoff, Sophie","Perez, Bella","Hester, Jovana","Kalafatis, Sofia","Loonam, Margaret","Winn, Charlotte","Moehringer, Tzipporah","Holbrook, Teah",,436.341
2025,25,,Men's U17 4X,Final,6,Seattle Preparatory School,7:19.973,,"Litke, Stephen","Metcalf, Nathaniel","Miklos, Alexander",,,,,"Sly, Paul",,439.973
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Final,5,University of California - Davis Crew,6:39.044,"Green, Samantha","Sperow, Jack","Frieser, Tobias","Georgies, Samuel","Joseph, Jonathan","Warnes, Michael","Ramirez, BENJAMIN","Burfoot, Dylan","Yeh, London",,399.044
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Final,5,Norcal Crew,7:18.956,"Edwards, Alice","Liu, Chase","Lundgren, Theo","Sah, Julian","Trifan, Paul","Kauffman, Rafael","elgierari, mohamed","Jacobs, Jazper","Guedelhoefer, Toby",,438.956
2025,52,,Mixed PR3 Jr 4x+,Final,1,Norcal Crew,9:04.998,"Frolik, Isabella","Wood, Lucille","Tramel, Joss","Gunther, Thurston",,,,,"Karp, Cruz",,544.998
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 1,4,Newport Aquatic Center,6:27.238,"Krost, Connor","Duntley, Jacob","Godinez, James","cali, Andrew","ONG, DANIEL","Olinger, William","Ray, Derek","Scarborough, Geoffrey","Mortensen, Steven",,387.238
